Дата;Регион;Значение
2017-12-01;Курская область;32.70
2017-12-01;Липецкая область;33.30
2017-12-01;Магаданская область;39.70
2017-12-01;Мордовия;25.70
2017-12-01;Москва;41.30
2017-12-01;Мурманская область;47.80
2017-12-01;Нижегородская область;37.90
2017-12-01;Новгородская область;40.90
2017-12-01;Новосибирская область;36.90
2017-12-01;Омская область;37.30
2017-12-01;Оренбургская область;33.50
2017-12-01;Орловская область;35.60
2017-12-01;Пензенская область;32.30
2017-12-01;Пермский край;43.50
2017-12-01;Приморский край;36.80
2017-12-01;Псковская область;38.10
2017-12-01;Республика Башкортостан;38.60
2017-12-01;Республика Бурятия;41.60
2017-12-01;Республика Дагестан;11.80
2017-12-01;Республика Ингушетия;8.10
2017-12-01;Республика Калмыкия;29.60
2017-12-01;Республика Карачаево-Черкессия;18.40
2017-12-01;Республика Карелия;50.00
2017-12-01;Республика Коми;48.20
2017-12-01;Республика Марий Эл;35.30
2017-12-01;Республика Саха (Якутия);38.20
2017-12-01;Республика Северная Осетия-Алания;17.80
2017-12-01;Республика Татарстан;37.30
2017-12-01;Республика Тыва;31.70
2017-12-01;Республика Хакасия;30.60
2017-12-01;Ростовская область;33.30
2017-12-01;Рязанская область;29.70
2017-12-01;Самарская область;38.80
2017-12-01;Санкт-Петербург;43.60
2017-12-01;Саратовская область;35.20
2017-12-01;Сахалинская область;43.50
2017-12-01;Свердловская область;42.50
2017-12-01;Смоленская область;32.90
2017-12-01;Ставропольский край;30.00
2017-12-01;Тамбовская область;26.20
2017-12-01;Тверская область;35.20
2017-12-01;Томская область;45.70
2017-12-01;Тульская область;33.40
2017-12-01;Тюменская область;45.60
2017-12-01;Удмуртская Республика;43.20
2017-12-01;Ульяновская область;31.30
2017-12-01;Хабаровский край;42.90
2017-12-01;Ханты-Мансийский АО - Югра;40.90
2017-12-01;Челябинская область;35.40
2017-12-01;Чеченская Республика;9.10
2017-12-01;Чувашская Республика;31.50
2017-12-01;Чукотский АО;40.00
2017-12-01;Ямало-Ненецкий АО;40.30
2017-12-01;Ярославская область;38.70
2018-01-01;Россия;46.40
2018-01-01;Адыгея;35.60
2018-01-01;Алтай;47.40
2018-01-01;Алтайский край;45.90
2018-01-01;Амурская область;44.60
2018-01-01;Архангельская область;53.00
2018-01-01;Астраханская область;42.90
2018-01-01;Белгородская область;40.80
2018-01-01;Брянская область;37.40
2018-01-01;Владимирская область;40.40
2018-01-01;Волгоградская область;45.30
2018-01-01;Вологодская область;48.10
2018-01-01;Воронежская область;46.70
2018-01-01;Еврейская автономная область;47.90
2018-01-01;Забайкальский край;45.50
2018-01-01;Ивановская область;35.40
2018-01-01;Иркутская область;48.80
2018-01-01;Кабардино-Балкарская Республика;22.00
2018-01-01;Калининградская область;51.50
2018-01-01;Калужская область;41.80
2018-01-01;Камчатский край;49.90
2018-01-01;Кемеровская область;45.80
2018-01-01;Кировская область;48.50
2018-01-01;Костромская область;41.30
2018-01-01;Краснодарский край;41.20
2018-01-01;Красноярский край;43.90
2018-01-01;Курганская область;46.30
2018-01-01;Курская область;40.40
2018-01-01;Липецкая область;42.70
2018-01-01;Магаданская область;48.10
2018-01-01;Мордовия;33.40
2018-01-01;Москва;50.80
2018-01-01;Мурманская область;56.00
2018-01-01;Нижегородская область;45.70
2018-01-01;Новгородская область;47.80
2018-01-01;Новосибирская область;44.00
2018-01-01;Омская область;44.20
2018-01-01;Оренбургская область;40.20
2018-01-01;Орловская область;44.90
2018-01-01;Пензенская область;41.30
2018-01-01;Пермский край;51.00
2018-01-01;Приморский край;43.70
2018-01-01;Псковская область;45.80
2018-01-01;Республика Башкортостан;45.50
2018-01-01;Республика Бурятия;49.70
2018-01-01;Республика Дагестан;15.10
2018-01-01;Республика Ингушетия;13.70
2018-01-01;Республика Калмыкия;35.80
2018-01-01;Республика Карачаево-Черкессия;25.30
2018-01-01;Республика Карелия;55.90
2018-01-01;Республика Коми;54.70
2018-01-01;Республика Марий Эл;43.50
2018-01-01;Республика Саха (Якутия);45.10
2018-01-01;Республика Северная Осетия-Алания;24.00
2018-01-01;Республика Татарстан;44.30
2018-01-01;Республика Тыва;39.30
2018-01-01;Республика Хакасия;36.00
2018-01-01;Ростовская область;41.90
2018-01-01;Рязанская область;38.00
2018-01-01;Самарская область;46.00
2018-01-01;Санкт-Петербург;51.00
2018-01-01;Саратовская область;44.80
2018-01-01;Сахалинская область;50.10
2018-01-01;Свердловская область;48.90
2018-01-01;Смоленская область;41.60
2018-01-01;Ставропольский край;36.70
2018-01-01;Тамбовская область;35.70
2018-01-01;Тверская область;43.50
2018-01-01;Томская область;53.30
2018-01-01;Тульская область;40.70
2018-01-01;Тюменская область;52.80
2018-01-01;Удмуртская Республика;50.30
2018-01-01;Ульяновская область;39.40
2018-01-01;Хабаровский край;49.50
2018-01-01;Ханты-Мансийский АО - Югра;46.20
2018-01-01;Челябинская область;42.30
2018-01-01;Чеченская Республика;12.60
2018-01-01;Чувашская Республика;39.50
2018-01-01;Чукотский АО;45.90
2018-01-01;Ямало-Ненецкий АО;46.90
2018-01-01;Ярославская область;46.80
2018-02-01;Россия;42.70
2018-02-01;Адыгея;31.50
2018-02-01;Алтай;42.60
2018-02-01;Алтайский край;41.30
2018-02-01;Амурская область;42.50
2018-02-01;Архангельская область;49.20
2018-02-01;Астраханская область;38.60
2018-02-01;Белгородская область;36.40
2018-02-01;Брянская область;33.60
2018-02-01;Владимирская область;36.70
2018-02-01;Волгоградская область;41.50
2018-02-01;Вологодская область;45.10
2018-02-01;Воронежская область;43.40
2018-02-01;Еврейская автономная область;43.70
2018-02-01;Забайкальский край;43.40
2018-02-01;Ивановская область;31.40
2018-02-01;Иркутская область;45.50
2018-02-01;Кабардино-Балкарская Республика;19.10
2018-02-01;Калининградская область;47.70
2018-02-01;Калужская область;38.60
2018-02-01;Камчатский край;46.10
2018-02-01;Кемеровская область;42.60
2018-02-01;Кировская область;44.10
2018-02-01;Костромская область;38.20
2018-02-01;Краснодарский край;37.90
2018-02-01;Красноярский край;40.40
2018-02-01;Курганская область;42.40
2018-02-01;Курская область;37.20
2018-02-01;Липецкая область;39.60
2018-02-01;Магаданская область;45.70
2018-02-01;Мордовия;30.60
2018-02-01;Москва;46.60
2018-02-01;Мурманская область;52.30
2018-02-01;Нижегородская область;42.00
2018-02-01;Новгородская область;44.50
2018-02-01;Новосибирская область;40.30
2018-02-01;Омская область;40.40
2018-02-01;Оренбургская область;37.00
2018-02-01;Орловская область;41.10
2018-02-01;Пензенская область;37.70
2018-02-01;Пермский край;47.00
2018-02-01;Приморский край;41.10
2018-02-01;Псковская область;41.80
2018-02-01;Республика Башкортостан;42.70
2018-02-01;Республика Бурятия;46.00
2018-02-01;Республика Дагестан;13.90
2018-02-01;Республика Ингушетия;11.40
2018-02-01;Республика Калмыкия;34.40
2018-02-01;Республика Карачаево-Черкессия;22.30
2018-02-01;Республика Карелия;52.70
2018-02-01;Республика Коми;51.50
2018-02-01;Республика Марий Эл;40.40
2018-02-01;Республика Саха (Якутия);42.10
2018-02-01;Республика Северная Осетия-Алания;20.70
2018-02-01;Республика Татарстан;41.40
2018-02-01;Республика Тыва;36.60
2018-02-01;Республика Хакасия;32.90
2018-02-01;Ростовская область;38.50
2018-02-01;Рязанская область;33.90
2018-02-01;Самарская область;42.80
2018-02-01;Санкт-Петербург;47.60
2018-02-01;Саратовская область;40.60
2018-02-01;Сахалинская область;47.30
2018-02-01;Свердловская область;45.40
2018-02-01;Смоленская область;38.00
2018-02-01;Ставропольский край;33.90
2018-02-01;Тамбовская область;31.00
2018-02-01;Тверская область;39.80
2018-02-01;Томская область;49.40
2018-02-01;Тульская область;37.70
2018-02-01;Тюменская область;49.50
2018-02-01;Удмуртская Республика;46.50
2018-02-01;Ульяновская область;35.60
2018-02-01;Хабаровский край;47.10
2018-02-01;Ханты-Мансийский АО - Югра;43.80
2018-02-01;Челябинская область;38.30
2018-02-01;Чеченская Республика;11.00
2018-02-01;Чувашская Республика;36.70
2018-02-01;Чукотский АО;42.70
2018-02-01;Ямало-Ненецкий АО;43.90
2018-02-01;Ярославская область;43.80
2018-03-01;Россия;43.60
2018-03-01;Адыгея;32.50
2018-03-01;Алтай;43.80
2018-03-01;Алтайский край;42.30
2018-03-01;Амурская область;42.90
2018-03-01;Архангельская область;50.70
2018-03-01;Астраханская область;39.10
2018-03-01;Белгородская область;37.70
2018-03-01;Брянская область;34.60
2018-03-01;Владимирская область;38.20
2018-03-01;Волгоградская область;42.60
2018-03-01;Вологодская область;46.30
2018-03-01;Воронежская область;44.10
2018-03-01;Еврейская автономная область;44.50
2018-03-01;Забайкальский край;44.00
2018-03-01;Ивановская область;33.40
2018-03-01;Иркутская область;46.40
2018-03-01;Кабардино-Балкарская Республика;19.40
2018-03-01;Калининградская область;48.10
2018-03-01;Калужская область;39.40
2018-03-01;Камчатский край;47.90
2018-03-01;Кемеровская область;43.70
2018-03-01;Кировская область;45.70
2018-03-01;Костромская область;38.70
2018-03-01;Краснодарский край;38.40
2018-03-01;Красноярский край;41.60
2018-03-01;Курганская область;43.50
2018-03-01;Курская область;38.80
2018-03-01;Липецкая область;40.60
2018-03-01;Магаданская область;46.30
2018-03-01;Мордовия;31.20
2018-03-01;Москва;47.30
2018-03-01;Мурманская область;53.50
2018-03-01;Нижегородская область;43.30
2018-03-01;Новгородская область;45.70
2018-03-01;Новосибирская область;41.00
2018-03-01;Омская область;41.60
2018-03-01;Оренбургская область;37.90
2018-03-01;Орловская область;42.10
2018-03-01;Пензенская область;38.60
2018-03-01;Пермский край;47.80
2018-03-01;Приморский край;40.80
2018-03-01;Псковская область;42.80
2018-03-01;Республика Башкортостан;43.40
2018-03-01;Республика Бурятия;46.70
2018-03-01;Республика Дагестан;14.10
2018-03-01;Республика Ингушетия;11.20
2018-03-01;Республика Калмыкия;35.30
2018-03-01;Республика Карачаево-Черкессия;22.60
2018-03-01;Республика Карелия;54.20
2018-03-01;Республика Коми;52.80
2018-03-01;Республика Марий Эл;40.70
2018-03-01;Республика Саха (Якутия);42.90
2018-03-01;Республика Северная Осетия-Алания;21.20
2018-03-01;Республика Татарстан;42.40
2018-03-01;Республика Тыва;37.50
2018-03-01;Республика Хакасия;34.70
2018-03-01;Ростовская область;39.30
2018-03-01;Рязанская область;35.20
2018-03-01;Самарская область;43.80
2018-03-01;Санкт-Петербург;48.60
2018-03-01;Саратовская область;41.80
2018-03-01;Сахалинская область;49.20
2018-03-01;Свердловская область;46.80
2018-03-01;Смоленская область;38.80
2018-03-01;Ставропольский край;34.70
2018-03-01;Тамбовская область;32.30
2018-03-01;Тверская область;41.00
2018-03-01;Томская область;50.40
2018-03-01;Тульская область;39.40
2018-03-01;Тюменская область;50.40
2018-03-01;Удмуртская Республика;47.70
2018-03-01;Ульяновская область;36.50
2018-03-01;Хабаровский край;47.30
2018-03-01;Ханты-Мансийский АО - Югра;45.10
2018-03-01;Челябинская область;39.50
2018-03-01;Чеченская Республика;11.00
2018-03-01;Чувашская Республика;37.10
2018-03-01;Чукотский АО;43.90
2018-03-01;Ямало-Ненецкий АО;45.30
2018-03-01;Ярославская область;44.70
2018-04-01;Россия;42.50
2018-04-01;Адыгея;31.30
2018-04-01;Алтай;42.50
2018-04-01;Алтайский край;40.80
2018-04-01;Амурская область;41.60
2018-04-01;Архангельская область;49.80
2018-04-01;Астраханская область;37.60
2018-04-01;Белгородская область;36.00
2018-04-01;Брянская область;33.40
2018-04-01;Владимирская область;37.00
2018-04-01;Волгоградская область;40.70
2018-04-01;Вологодская область;44.80
2018-04-01;Воронежская область;42.10
2018-04-01;Еврейская автономная область;43.80
2018-04-01;Забайкальский край;42.70
2018-04-01;Ивановская область;32.10
2018-04-01;Иркутская область;45.40
2018-04-01;Кабардино-Балкарская Республика;18.50
2018-04-01;Калининградская область;47.40
2018-04-01;Калужская область;37.90
2018-04-01;Камчатский край;46.20
2018-04-01;Кемеровская область;42.60
2018-04-01;Кировская область;44.80
2018-04-01;Костромская область;37.60
2018-04-01;Краснодарский край;37.10
2018-04-01;Красноярский край;40.40
2018-04-01;Курганская область;42.20
2018-04-01;Курская область;36.30
2018-04-01;Липецкая область;38.70
2018-04-01;Магаданская область;45.50
2018-04-01;Мордовия;30.30
2018-04-01;Москва;46.20
2018-04-01;Мурманская область;52.20
2018-04-01;Нижегородская область;42.00
2018-04-01;Новгородская область;44.70
2018-04-01;Новосибирская область;40.00
2018-04-01;Омская область;40.60
2018-04-01;Оренбургская область;37.20
2018-04-01;Орловская область;40.60
2018-04-01;Пензенская область;37.30
2018-04-01;Пермский край;47.10
2018-04-01;Приморский край;39.20
2018-04-01;Псковская область;41.70
2018-04-01;Республика Башкортостан;42.30
2018-04-01;Республика Бурятия;45.10
2018-04-01;Республика Дагестан;13.50
2018-04-01;Республика Ингушетия;10.30
2018-04-01;Республика Калмыкия;33.20
2018-04-01;Республика Карачаево-Черкессия;21.70
2018-04-01;Республика Карелия;52.90
2018-04-01;Республика Коми;52.00
2018-04-01;Республика Марий Эл;39.60
2018-04-01;Республика Саха (Якутия);42.80
2018-04-01;Республика Северная Осетия-Алания;20.40
2018-04-01;Республика Татарстан;41.40
2018-04-01;Республика Тыва;35.80
2018-04-01;Республика Хакасия;33.20
2018-04-01;Ростовская область;36.70
2018-04-01;Рязанская область;33.80
2018-04-01;Самарская область;42.30
2018-04-01;Санкт-Петербург;47.60
2018-04-01;Саратовская область;40.00
2018-04-01;Сахалинская область;48.20
2018-04-01;Свердловская область;46.10
2018-04-01;Смоленская область;37.60
2018-04-01;Ставропольский край;32.90
2018-04-01;Тамбовская область;30.50
2018-04-01;Тверская область;39.60
2018-04-01;Томская область;49.20
2018-04-01;Тульская область;37.70
2018-04-01;Тюменская область;49.50
2018-04-01;Удмуртская Республика;46.50
2018-04-01;Ульяновская область;35.10
2018-04-01;Хабаровский край;46.30
2018-04-01;Ханты-Мансийский АО - Югра;44.60
2018-04-01;Челябинская область;38.40
2018-04-01;Чеченская Республика;10.40
2018-04-01;Чувашская Республика;36.40
2018-04-01;Чукотский АО;43.10
2018-04-01;Ямало-Ненецкий АО;44.70
2018-04-01;Ярославская область;43.40
2018-05-01;Россия;43.50
2018-05-01;Адыгея;32.10
2018-05-01;Алтай;43.50
2018-05-01;Алтайский край;41.60
2018-05-01;Амурская область;42.40
2018-05-01;Архангельская область;51.10
2018-05-01;Астраханская область;38.50
2018-05-01;Белгородская область;37.30
2018-05-01;Брянская область;33.80
2018-05-01;Владимирская область;38.30
2018-05-01;Волгоградская область;41.00
2018-05-01;Вологодская область;46.80
2018-05-01;Воронежская область;42.80
2018-05-01;Еврейская автономная область;44.40
2018-05-01;Забайкальский край;43.50
2018-05-01;Ивановская область;33.80
2018-05-01;Иркутская область;46.30
2018-05-01;Кабардино-Балкарская Республика;20.20
2018-05-01;Калининградская область;48.70
2018-05-01;Калужская область;39.30
2018-05-01;Камчатский край;46.70
2018-05-01;Кемеровская область;43.50
2018-05-01;Кировская область;46.50
2018-05-01;Костромская область;38.80
2018-05-01;Краснодарский край;38.10
2018-05-01;Красноярский край;41.30
2018-05-01;Курганская область;43.00
2018-05-01;Курская область;37.80
2018-05-01;Липецкая область;39.50
2018-05-01;Магаданская область;46.20
2018-05-01;Мордовия;32.20
2018-05-01;Москва;47.70
2018-05-01;Мурманская область;53.10
2018-05-01;Нижегородская область;43.20
2018-05-01;Новгородская область;46.00
2018-05-01;Новосибирская область;40.90
2018-05-01;Омская область;41.30
2018-05-01;Оренбургская область;37.60
2018-05-01;Орловская область;41.40
2018-05-01;Пензенская область;37.80
2018-05-01;Пермский край;48.20
2018-05-01;Приморский край;39.90
2018-05-01;Псковская область;43.00
2018-05-01;Республика Башкортостан;42.80
2018-05-01;Республика Бурятия;46.50
2018-05-01;Республика Дагестан;13.70
2018-05-01;Республика Ингушетия;10.90
2018-05-01;Республика Калмыкия;35.10
2018-05-01;Республика Карачаево-Черкессия;22.60
2018-05-01;Республика Карелия;54.50
2018-05-01;Республика Коми;52.50
2018-05-01;Республика Марий Эл;40.80
2018-05-01;Республика Саха (Якутия);43.40
2018-05-01;Республика Северная Осетия-Алания;21.80
2018-05-01;Республика Татарстан;41.90
2018-05-01;Республика Тыва;37.10
2018-05-01;Республика Хакасия;34.50
2018-05-01;Ростовская область;37.30
2018-05-01;Рязанская область;35.50
2018-05-01;Самарская область;43.00
2018-05-01;Санкт-Петербург;48.90
2018-05-01;Саратовская область;40.10
2018-05-01;Сахалинская область;48.60
2018-05-01;Свердловская область;47.10
2018-05-01;Смоленская область;38.80
2018-05-01;Ставропольский край;33.80
2018-05-01;Тамбовская область;31.80
2018-05-01;Тверская область;40.90
2018-05-01;Томская область;49.50
2018-05-01;Тульская область;39.40
2018-05-01;Тюменская область;50.20
2018-05-01;Удмуртская Республика;47.90
2018-05-01;Ульяновская область;35.90
2018-05-01;Хабаровский край;46.70
2018-05-01;Ханты-Мансийский АО - Югра;44.90
2018-05-01;Челябинская область;39.60
2018-05-01;Чеченская Республика;10.50
2018-05-01;Чувашская Республика;37.10
2018-05-01;Чукотский АО;44.90
2018-05-01;Ямало-Ненецкий АО;44.60
2018-05-01;Ярославская область;44.30
2018-06-01;Россия;42.50
2018-06-01;Адыгея;31.30
2018-06-01;Алтай;43.10
2018-06-01;Алтайский край;40.90
2018-06-01;Амурская область;41.80
2018-06-01;Архангельская область;49.40
2018-06-01;Астраханская область;36.80
2018-06-01;Белгородская область;36.70
2018-06-01;Брянская область;32.90
2018-06-01;Владимирская область;37.30
2018-06-01;Волгоградская область;40.00
2018-06-01;Вологодская область;46.00
2018-06-01;Воронежская область;40.80
2018-06-01;Еврейская автономная область;42.60
2018-06-01;Забайкальский край;43.30
2018-06-01;Ивановская область;33.30
2018-06-01;Иркутская область;45.70
2018-06-01;Кабардино-Балкарская Республика;20.40
2018-06-01;Калининградская область;47.00
2018-06-01;Калужская область;38.30
2018-06-01;Камчатский край;46.00
2018-06-01;Кемеровская область;43.40
2018-06-01;Кировская область;45.50
2018-06-01;Костромская область;37.80
2018-06-01;Краснодарский край;37.40
2018-06-01;Красноярский край;41.10
2018-06-01;Курганская область;42.30
2018-06-01;Курская область;36.30
2018-06-01;Липецкая область;37.30
2018-06-01;Магаданская область;44.60
2018-06-01;Мордовия;31.70
2018-06-01;Москва;46.20
2018-06-01;Мурманская область;51.40
2018-06-01;Нижегородская область;42.40
2018-06-01;Новгородская область;45.30
2018-06-01;Новосибирская область;40.30
2018-06-01;Омская область;40.60
2018-06-01;Оренбургская область;37.10
2018-06-01;Орловская область;39.90
2018-06-01;Пензенская область;36.30
2018-06-01;Пермский край;48.00
2018-06-01;Приморский край;38.60
2018-06-01;Псковская область;42.60
2018-06-01;Республика Башкортостан;42.70
2018-06-01;Республика Бурятия;46.10
2018-06-01;Республика Дагестан;13.30
2018-06-01;Республика Ингушетия;9.90
2018-06-01;Республика Калмыкия;33.70
2018-06-01;Республика Карачаево-Черкессия;22.20
2018-06-01;Республика Карелия;53.10
2018-06-01;Республика Коми;51.70
2018-06-01;Республика Марий Эл;39.30
2018-06-01;Республика Саха (Якутия);42.90
2018-06-01;Республика Северная Осетия-Алания;21.70
2018-06-01;Республика Татарстан;41.20
2018-06-01;Республика Тыва;36.30
2018-06-01;Республика Хакасия;34.30
2018-06-01;Ростовская область;36.50
2018-06-01;Рязанская область;34.40
2018-06-01;Самарская область;42.20
2018-06-01;Санкт-Петербург;47.50
2018-06-01;Саратовская область;39.10
2018-06-01;Сахалинская область;47.50
2018-06-01;Свердловская область;46.50
2018-06-01;Смоленская область;38.00
2018-06-01;Ставропольский край;33.20
2018-06-01;Тамбовская область;31.30
2018-06-01;Тверская область;40.20
2018-06-01;Томская область;49.70
2018-06-01;Тульская область;37.60
2018-06-01;Тюменская область;49.60
2018-06-01;Удмуртская Республика;47.60
2018-06-01;Ульяновская область;35.40
2018-06-01;Хабаровский край;45.50
2018-06-01;Ханты-Мансийский АО - Югра;44.20
2018-06-01;Челябинская область;38.70
2018-06-01;Чеченская Республика;9.90
2018-06-01;Чувашская Республика;36.70
2018-06-01;Чукотский АО;43.80
2018-06-01;Ямало-Ненецкий АО;44.70
2018-06-01;Ярославская область;43.60
2018-07-01;Россия;43.40
2018-07-01;Адыгея;32.30
2018-07-01;Алтай;43.90
2018-07-01;Алтайский край;41.60
2018-07-01;Амурская область;43.70
2018-07-01;Архангельская область;50.00
2018-07-01;Астраханская область;37.80
2018-07-01;Белгородская область;38.60
2018-07-01;Брянская область;34.00
2018-07-01;Владимирская область;38.30
2018-07-01;Волгоградская область;40.90
2018-07-01;Вологодская область;46.40
2018-07-01;Воронежская область;41.70
2018-07-01;Еврейская автономная область;44.00
2018-07-01;Забайкальский край;44.70
2018-07-01;Ивановская область;34.50
2018-07-01;Иркутская область;46.40
2018-07-01;Кабардино-Балкарская Республика;20.20
2018-07-01;Калининградская область;48.40
2018-07-01;Калужская область;39.10
2018-07-01;Камчатский край;46.50
2018-07-01;Кемеровская область;44.00
2018-07-01;Кировская область;45.60
2018-07-01;Костромская область;38.50
2018-07-01;Краснодарский край;38.60
2018-07-01;Красноярский край;41.90
2018-07-01;Курганская область;43.30
2018-07-01;Курская область;37.60
2018-07-01;Липецкая область;38.10
2018-07-01;Магаданская область;45.00
2018-07-01;Мордовия;32.80
2018-07-01;Москва;47.30
2018-07-01;Мурманская область;51.90
2018-07-01;Нижегородская область;43.00
2018-07-01;Новгородская область;46.40
2018-07-01;Новосибирская область;41.20
2018-07-01;Омская область;41.40
2018-07-01;Оренбургская область;38.60
2018-07-01;Орловская область;40.90
2018-07-01;Пензенская область;37.00
2018-07-01;Пермский край;47.70
2018-07-01;Приморский край;40.20
2018-07-01;Псковская область;43.30
2018-07-01;Республика Башкортостан;43.40
2018-07-01;Республика Бурятия;47.60
2018-07-01;Республика Дагестан;14.50
2018-07-01;Республика Ингушетия;11.50
2018-07-01;Республика Калмыкия;35.50
2018-07-01;Республика Карачаево-Черкессия;23.40
2018-07-01;Республика Карелия;53.20
2018-07-01;Республика Коми;51.90
2018-07-01;Республика Марий Эл;40.40
2018-07-01;Республика Саха (Якутия);44.50
2018-07-01;Республика Северная Осетия-Алания;22.90
2018-07-01;Республика Татарстан;41.50
2018-07-01;Республика Тыва;38.00
2018-07-01;Республика Хакасия;35.80
2018-07-01;Ростовская область;37.50
2018-07-01;Рязанская область;35.90
2018-07-01;Самарская область;42.80
2018-07-01;Санкт-Петербург;48.30
2018-07-01;Саратовская область;40.10
2018-07-01;Сахалинская область;47.80
2018-07-01;Свердловская область;46.90
2018-07-01;Смоленская область;38.90
2018-07-01;Ставропольский край;34.10
2018-07-01;Тамбовская область;33.30
2018-07-01;Тверская область;40.70
2018-07-01;Томская область;49.30
2018-07-01;Тульская область;38.70
2018-07-01;Тюменская область;50.00
2018-07-01;Удмуртская Республика;47.50
2018-07-01;Ульяновская область;36.10
2018-07-01;Хабаровский край;46.50
2018-07-01;Ханты-Мансийский АО - Югра;44.10
2018-07-01;Челябинская область;39.60
2018-07-01;Чеченская Республика;12.30
2018-07-01;Чувашская Республика;37.40
2018-07-01;Чукотский АО;43.80
2018-07-01;Ямало-Ненецкий АО;44.70
2018-07-01;Ярославская область;43.60
2018-08-01;Россия;43.70
2018-08-01;Адыгея;33.70
2018-08-01;Алтай;44.30
2018-08-01;Алтайский край;41.80
2018-08-01;Амурская область;42.90
2018-08-01;Архангельская область;50.30
2018-08-01;Астраханская область;38.50
2018-08-01;Белгородская область;38.90
2018-08-01;Брянская область;34.40
2018-08-01;Владимирская область;38.60
2018-08-01;Волгоградская область;40.80
2018-08-01;Вологодская область;47.30
2018-08-01;Воронежская область;41.80
2018-08-01;Еврейская автономная область;43.70
2018-08-01;Забайкальский край;44.60
2018-08-01;Ивановская область;34.70
2018-08-01;Иркутская область;46.80
2018-08-01;Кабардино-Балкарская Республика;20.60
2018-08-01;Калининградская область;48.70
2018-08-01;Калужская область;39.20
2018-08-01;Камчатский край;46.90
2018-08-01;Кемеровская область;44.00
2018-08-01;Кировская область;46.00
2018-08-01;Костромская область;39.20
2018-08-01;Краснодарский край;39.20
2018-08-01;Красноярский край;42.20
2018-08-01;Курганская область;43.40
2018-08-01;Курская область;37.60
2018-08-01;Липецкая область;38.40
2018-08-01;Магаданская область;46.00
2018-08-01;Мордовия;33.10
2018-08-01;Москва;47.70
2018-08-01;Мурманская область;52.60
2018-08-01;Нижегородская область;43.50
2018-08-01;Новгородская область;46.90
2018-08-01;Новосибирская область;41.10
2018-08-01;Омская область;41.90
2018-08-01;Оренбургская область;38.40
2018-08-01;Орловская область;41.20
2018-08-01;Пензенская область;37.30
2018-08-01;Пермский край;47.20
2018-08-01;Приморский край;40.30
2018-08-01;Псковская область;43.70
2018-08-01;Республика Башкортостан;43.70
2018-08-01;Республика Бурятия;47.70
2018-08-01;Республика Дагестан;14.50
2018-08-01;Республика Ингушетия;11.20
2018-08-01;Республика Калмыкия;35.40
2018-08-01;Республика Карачаево-Черкессия;23.50
2018-08-01;Республика Карелия;53.80
2018-08-01;Республика Коми;52.20
2018-08-01;Республика Марий Эл;40.70
2018-08-01;Республика Саха (Якутия);44.70
2018-08-01;Республика Северная Осетия-Алания;22.90
2018-08-01;Республика Татарстан;42.00
2018-08-01;Республика Тыва;37.20
2018-08-01;Республика Хакасия;36.10
2018-08-01;Ростовская область;37.60
2018-08-01;Рязанская область;36.10
2018-08-01;Самарская область;43.70
2018-08-01;Санкт-Петербург;48.90
2018-08-01;Саратовская область;40.60
2018-08-01;Сахалинская область;47.80
2018-08-01;Свердловская область;47.00
2018-08-01;Смоленская область;38.90
2018-08-01;Ставропольский край;34.20
2018-08-01;Тамбовская область;33.10
2018-08-01;Тверская область;41.20
2018-08-01;Томская область;49.60
2018-08-01;Тульская область;38.70
2018-08-01;Тюменская область;50.00
2018-08-01;Удмуртская Республика;48.10
2018-08-01;Ульяновская область;36.90
2018-08-01;Хабаровский край;45.90
2018-08-01;Ханты-Мансийский АО - Югра;44.50
2018-08-01;Челябинская область;40.20
2018-08-01;Чеченская Республика;11.50
2018-08-01;Чувашская Республика;37.70
2018-08-01;Чукотский АО;45.20
2018-08-01;Ямало-Ненецкий АО;45.20
2018-08-01;Ярославская область;44.00
2018-09-01;Россия;44.50
2018-09-01;Адыгея;33.70
2018-09-01;Алтай;44.90
2018-09-01;Алтайский край;42.90
2018-09-01;Амурская область;43.90
2018-09-01;Архангельская область;50.90
2018-09-01;Астраханская область;39.20
2018-09-01;Белгородская область;39.80
2018-09-01;Брянская область;35.50
2018-09-01;Владимирская область;39.70
2018-09-01;Волгоградская область;41.70
2018-09-01;Вологодская область;48.40
2018-09-01;Воронежская область;43.50
2018-09-01;Еврейская автономная область;45.30
2018-09-01;Забайкальский край;45.40
2018-09-01;Ивановская область;35.40
2018-09-01;Иркутская область;47.30
2018-09-01;Кабардино-Балкарская Республика;21.40
2018-09-01;Калининградская область;49.00
2018-09-01;Калужская область;40.40
2018-09-01;Камчатский край;46.50
2018-09-01;Кемеровская область;45.00
2018-09-01;Кировская область;46.90
2018-09-01;Костромская область;40.50
2018-09-01;Краснодарский край;40.40
2018-09-01;Красноярский край;43.20
2018-09-01;Курганская область;44.10
2018-09-01;Курская область;38.50
2018-09-01;Липецкая область;39.10
2018-09-01;Магаданская область;46.50
2018-09-01;Мордовия;34.10
2018-09-01;Москва;48.70
2018-09-01;Мурманская область;53.90
2018-09-01;Нижегородская область;44.70
2018-09-01;Новгородская область;48.40
2018-09-01;Новосибирская область;41.70
2018-09-01;Омская область;42.40
2018-09-01;Оренбургская область;39.20
2018-09-01;Орловская область;42.10
2018-09-01;Пензенская область;38.30
2018-09-01;Пермский край;48.50
2018-09-01;Приморский край;40.80
2018-09-01;Псковская область;44.20
