Дата;Регион;Значение
2018-09-01;Республика Башкортостан;44.80
2018-09-01;Республика Бурятия;48.00
2018-09-01;Республика Дагестан;15.50
2018-09-01;Республика Ингушетия;11.50
2018-09-01;Республика Калмыкия;36.70
2018-09-01;Республика Карачаево-Черкессия;24.10
2018-09-01;Республика Карелия;54.50
2018-09-01;Республика Коми;53.60
2018-09-01;Республика Марий Эл;40.90
2018-09-01;Республика Саха (Якутия);45.50
2018-09-01;Республика Северная Осетия-Алания;23.90
2018-09-01;Республика Татарстан;42.80
2018-09-01;Республика Тыва;38.70
2018-09-01;Республика Хакасия;37.10
2018-09-01;Ростовская область;38.60
2018-09-01;Рязанская область;37.10
2018-09-01;Самарская область;44.40
2018-09-01;Санкт-Петербург;49.60
2018-09-01;Саратовская область;41.30
2018-09-01;Сахалинская область;48.20
2018-09-01;Свердловская область;47.40
2018-09-01;Смоленская область;40.20
2018-09-01;Ставропольский край;35.50
2018-09-01;Тамбовская область;34.20
2018-09-01;Тверская область;42.30
2018-09-01;Томская область;50.80
2018-09-01;Тульская область;39.70
2018-09-01;Тюменская область;49.90
2018-09-01;Удмуртская Республика;48.70
2018-09-01;Ульяновская область;37.40
2018-09-01;Хабаровский край;47.10
2018-09-01;Ханты-Мансийский АО - Югра;45.50
2018-09-01;Челябинская область;40.60
2018-09-01;Чеченская Республика;12.10
2018-09-01;Чувашская Республика;38.60
2018-09-01;Чукотский АО;45.20
2018-09-01;Ямало-Ненецкий АО;45.80
2018-09-01;Ярославская область;44.80
2018-10-01;Россия;45.50
2018-10-01;Адыгея;34.20
2018-10-01;Алтай;44.60
2018-10-01;Алтайский край;43.60
2018-10-01;Амурская область;44.60
2018-10-01;Архангельская область;52.10
2018-10-01;Астраханская область;39.80
2018-10-01;Белгородская область;41.30
2018-10-01;Брянская область;36.40
2018-10-01;Владимирская область;41.00
2018-10-01;Волгоградская область;42.20
2018-10-01;Вологодская область;49.20
2018-10-01;Воронежская область;44.30
2018-10-01;Еврейская автономная область;45.50
2018-10-01;Забайкальский край;45.20
2018-10-01;Ивановская область;36.50
2018-10-01;Иркутская область;47.60
2018-10-01;Кабардино-Балкарская Республика;22.10
2018-10-01;Калининградская область;49.90
2018-10-01;Калужская область;41.20
2018-10-01;Камчатский край;48.40
2018-10-01;Кемеровская область;45.90
2018-10-01;Кировская область;48.20
2018-10-01;Костромская область;41.10
2018-10-01;Краснодарский край;41.10
2018-10-01;Красноярский край;44.00
2018-10-01;Курганская область;44.80
2018-10-01;Курская область;39.20
2018-10-01;Липецкая область;40.10
2018-10-01;Магаданская область;46.70
2018-10-01;Мордовия;34.80
2018-10-01;Москва;49.70
2018-10-01;Мурманская область;54.90
2018-10-01;Нижегородская область;46.00
2018-10-01;Новгородская область;49.20
2018-10-01;Новосибирская область;42.40
2018-10-01;Омская область;43.40
2018-10-01;Оренбургская область;39.90
2018-10-01;Орловская область;43.40
2018-10-01;Пензенская область;40.20
2018-10-01;Пермский край;49.80
2018-10-01;Приморский край;41.70
2018-10-01;Псковская область;45.60
2018-10-01;Республика Башкортостан;46.00
2018-10-01;Республика Бурятия;47.80
2018-10-01;Республика Дагестан;15.20
2018-10-01;Республика Ингушетия;11.80
2018-10-01;Республика Калмыкия;37.20
2018-10-01;Республика Карачаево-Черкессия;23.00
2018-10-01;Республика Карелия;54.80
2018-10-01;Республика Коми;54.30
2018-10-01;Республика Марий Эл;42.40
2018-10-01;Республика Саха (Якутия);46.00
2018-10-01;Республика Северная Осетия-Алания;23.80
2018-10-01;Республика Татарстан;44.20
2018-10-01;Республика Тыва;38.40
2018-10-01;Республика Хакасия;37.90
2018-10-01;Ростовская область;39.60
2018-10-01;Рязанская область;38.60
2018-10-01;Самарская область;45.80
2018-10-01;Санкт-Петербург;50.70
2018-10-01;Саратовская область;42.10
2018-10-01;Сахалинская область;48.90
2018-10-01;Свердловская область;48.80
2018-10-01;Смоленская область;40.80
2018-10-01;Ставропольский край;36.10
2018-10-01;Тамбовская область;35.20
