Дата;Регион;Значение
2021-03-01;Нижегородская область;0.72
2021-03-01;Новгородская область;20.72
2021-03-01;Новосибирская область;10.35
2021-03-01;Омская область;5.98
2021-03-01;Оренбургская область;1.53
2021-03-01;Орловская область;-4.40
2021-03-01;Пензенская область;5.53
2021-03-01;Пермский край;33.51
2021-03-01;Приморский край;12.81
2021-03-01;Псковская область;-10.30
2021-03-01;Республика Башкортостан;10.05
2021-03-01;Республика Бурятия;-6.17
2021-03-01;Республика Дагестан;35.29
2021-03-01;Республика Ингушетия;6.22
2021-03-01;Республика Калмыкия;-0.55
2021-03-01;Республика Карачаево-Черкессия;41.13
2021-03-01;Республика Карелия;27.42
2021-03-01;Республика Коми;10.45
2021-03-01;Республика Марий Эл;-2.35
2021-03-01;Республика Саха (Якутия);29.21
2021-03-01;Республика Северная Осетия-Алания;57.58
2021-03-01;Республика Татарстан;17.34
2021-03-01;Республика Тыва;24.93
2021-03-01;Республика Хакасия;17.69
2021-03-01;Ростовская область;13.21
2021-03-01;Рязанская область;7.60
2021-03-01;Самарская область;11.27
2021-03-01;Санкт-Петербург;33.14
2021-03-01;Саратовская область;11.63
2021-03-01;Сахалинская область;30.01
2021-03-01;Свердловская область;13.22
2021-03-01;Смоленская область;-6.25
2021-03-01;Ставропольский край;37.59
2021-03-01;Тамбовская область;2.49
2021-03-01;Тверская область;5.68
2021-03-01;Томская область;7.34
2021-03-01;Тульская область;2.91
2021-03-01;Тюменская область;-4.40
2021-03-01;Удмуртская Республика;13.77
2021-03-01;Ульяновская область;9.25
2021-03-01;Хабаровский край;8.96
2021-03-01;Ханты-Мансийский АО - Югра;3.73
2021-03-01;Челябинская область;10.35
2021-03-01;Чеченская Республика;15.27
2021-03-01;Чувашская Республика;7.43
2021-03-01;Чукотский АО;78.62
2021-03-01;Ямало-Ненецкий АО;35.10
2021-03-01;Ярославская область;18.88
